"CubeId";"rendopar"
"PublishingDate";"2025-09-01 14:30"

"Date";"d0";"Value"
"2011-05-11";"b3";"3.442"
"2011-05-11";"t1";"1.187"
"2011-05-11";"t2";"0.81"
"2011-05-12";"b0";"1.425"
"2011-05-12";"b1";"-1.354"
"2011-05-12";"b2";"6.074"
"2011-05-12";"b3";"-1.933"
"2011-05-12";"t1";"7.485"
"2011-05-12";"t2";"4.387"
"2011-05-13";"b0";"2.578"
"2011-05-13";"b1";"-2.507"
"2011-05-13";"b2";"-12.546"
"2011-05-13";"b3";"9.898"
"2011-05-13";"t1";"1.066"
"2011-05-13";"t2";"0.898"
"2011-05-16";"b0";"1.733"
"2011-05-16";"b1";"-1.661"
"2011-05-16";"b2";"5.933"
"2011-05-16";"b3";"-2.526"
"2011-05-16";"t1";"6.423"
"2011-05-16";"t2";"4.251"
"2011-05-17";"b0";"1.512"
"2011-05-17";"b1";"-1.44"
"2011-05-17";"b2";"6.699"
"2011-05-17";"b3";"-2.512"
"2011-05-17";"t1";"7.488"
"2011-05-17";"t2";"5.391"
"2011-05-18";"b0";"1.415"
"2011-05-18";"b1";"-1.344"
"2011-05-18";"b2";"6.93"
"2011-05-18";"b3";"-2.624"
"2011-05-18";"t1";"7.636"
"2011-05-18";"t2";"5.51"
"2011-05-19";"b0";"1.427"
"2011-05-19";"b1";"-1.359"
"2011-05-19";"b2";"6.99"
"2011-05-19";"b3";"-2.5"
"2011-05-19";"t1";"7.978"
"2011-05-19";"t2";"6.152"
"2011-05-20";"b0";"1.427"
"2011-05-20";"b1";"-1.359"
"2011-05-20";"b2";"7.006"
"2011-05-20";"b3";"-2.502"
"2011-05-20";"t1";"7.971"
"2011-05-20";"t2";"6.244"
"2011-05-23";"b0";"1.204"
"2011-05-23";"b1";"-1.137"
"2011-05-23";"b2";"7.238"
"2011-05-23";"b3";"-2.518"
"2011-05-23";"t1";"8.352"
"2011-05-23";"t2";"5.786"
"2011-05-24";"b0";"0.886"
"2011-05-24";"b1";"-0.823"
"2011-05-24";"b2";"8.005"
"2011-05-24";"b3";"-2.463"
"2011-05-24";"t1";"9.13"
"2011-05-24";"t2";"6.77"
"2011-05-25";"b0";"0.799"
"2011-05-25";"b1";"-0.737"
"2011-05-25";"b2";"8.347"
"2011-05-25";"b3";"-2.607"
"2011-05-25";"t1";"9.018"
"2011-05-25";"t2";"6.317"
"2011-05-26";"b0";"1.382"
"2011-05-26";"b1";"-1.318"
"2011-05-26";"b2";"6.885"
"2011-05-26";"b3";"-2.546"
"2011-05-26";"t1";"7.571"
"2011-05-26";"t2";"4.939"
"2011-05-27";"b0";"1.372"
"2011-05-27";"b1";"-1.305"
"2011-05-27";"b2";"7.617"
"2011-05-27";"b3";"-3.398"
"2011-05-27";"t1";"7.533"
"2011-05-27";"t2";"5.461"
"2011-05-30";"b0";"1.3"
"2011-05-30";"b1";"-1.232"
"2011-05-30";"b2";"7.721"
"2011-05-30";"b3";"-3.414"
"2011-05-30";"t1";"7.576"
"2011-05-30";"t2";"5.322"
"2011-05-31";"b0";"1.412"
"2011-05-31";"b1";"-1.344"
"2011-05-31";"b2";"7.731"
"2011-05-31";"b3";"-3.607"
"2011-05-31";"t1";"7.44"
"2011-05-31";"t2";"5.488"
"2011-06-01";"b0";"1.39"
"2011-06-01";"b1";"-1.322"
"2011-06-01";"b2";"7.715"
"2011-06-01";"b3";"-3.552"
"2011-06-01";"t1";"7.52"
"2011-06-01";"t2";"5.665"
"2011-06-02";"b0";
"2011-06-02";"b1";
"2011-06-02";"b2";
"2011-06-02";"b3";
"2011-06-02";"t1";
"2011-06-02";"t2";
"2011-06-03";"b0";"1.471"
"2011-06-03";"b1";"-1.403"
"2011-06-03";"b2";"7.293"
"2011-06-03";"b3";"-3.493"
"2011-06-03";"t1";"7.445"
"2011-06-03";"t2";"5.504"
"2011-06-06";"b0";"1.379"
"2011-06-06";"b1";"-1.31"
"2011-06-06";"b2";"7.342"
"2011-06-06";"b3";"-3.453"
"2011-06-06";"t1";"7.347"
"2011-06-06";"t2";"5.09"
"2011-06-07";"b0";"1.387"
"2011-06-07";"b1";"-1.32"
"2011-06-07";"b2";"7.397"
"2011-06-07";"b3";"-3.48"
"2011-06-07";"t1";"7.364"
"2011-06-07";"t2";"5.077"
"2011-06-08";"b0";"1.376"
"2011-06-08";"b1";"-1.307"
"2011-06-08";"b2";"7.611"
"2011-06-08";"b3";"-3.692"
"2011-06-08";"t1";"7.265"
"2011-06-08";"t2";"4.94"
"2011-06-09";"b0";"1.679"
"2011-06-09";"b1";"-1.611"
"2011-06-09";"b2";"6.798"
"2011-06-09";"b3";"-3.85"
"2011-06-09";"t1";"6.51"
"2011-06-09";"t2";"4.618"
"2011-06-10";"b0";"1.675"
"2011-06-10";"b1";"-1.606"
"2011-06-10";"b2";"6.607"
"2011-06-10";"b3";"-3.96"
"2011-06-10";"t1";"6.4"
"2011-06-10";"t2";"4.439"
"2011-06-13";"b0";
"2011-06-13";"b1";
"2011-06-13";"b2";
"2011-06-13";"b3";
"2011-06-13";"t1";
"2011-06-13";"t2";
"2011-06-14";"b0";"1.679"
"2011-06-14";"b1";"-1.611"
"2011-06-14";"b2";"6.453"
"2011-06-14";"b3";"-3.833"
"2011-06-14";"t1";"6.275"
"2011-06-14";"t2";"4.156"
"2011-06-15";"b0";"1.615"
"2011-06-15";"b1";"-1.542"
"2011-06-15";"b2";"7.13"
"2011-06-15";"b3";"-4.356"
"2011-06-15";"t1";"6.314"
"2011-06-15";"t2";"4.279"
"2011-06-16";"b0";"1.521"
"2011-06-16";"b1";"-1.449"
"2011-06-16";"b2";"8.344"
"2011-06-16";"b3";"-5.319"
"2011-06-16";"t1";"6.523"
"2011-06-16";"t2";"4.484"
"2011-06-17";"b0";"1.508"
"2011-06-17";"b1";"-1.437"
"2011-06-17";"b2";"8.593"
"2011-06-17";"b3";"-5.651"
"2011-06-17";"t1";"6.483"
"2011-06-17";"t2";"4.471"
"2011-06-20";"b0";"1.498"
"2011-06-20";"b1";"-1.43"
"2011-06-20";"b2";"8.574"
"2011-06-20";"b3";"-5.62"
"2011-06-20";"t1";"6.461"
"2011-06-20";"t2";"4.408"
"2011-06-21";"b0";"1.667"
"2011-06-21";"b1";"-1.598"
"2011-06-21";"b2";"10.235"
"2011-06-21";"b3";"-7.732"
"2011-06-21";"t1";"5.748"
"2011-06-21";"t2";"4.375"
"2011-06-22";"b0";"1.775"
"2011-06-22";"b1";"-1.704"
"2011-06-22";"b2";"10.75"
"2011-06-22";"b3";"-8.619"
"2011-06-22";"t1";"5.435"
"2011-06-22";"t2";"4.292"
"2011-06-23";"b0";"1.775"
"2011-06-23";"b1";"-1.698"
"2011-06-23";"b2";"10.743"
"2011-06-23";"b3";"-8.688"
"2011-06-23";"t1";"5.423"
"2011-06-23";"t2";"4.255"
"2011-06-24";"b0";"1.785"
"2011-06-24";"b1";"-1.706"
"2011-06-24";"b2";"10.818"
"2011-06-24";"b3";"-8.9"
"2011-06-24";"t1";"5.321"
"2011-06-24";"t2";"4.196"
"2011-06-27";"b0";"1.793"
"2011-06-27";"b1";"-1.715"
"2011-06-27";"b2";"10.828"
"2011-06-27";"b3";"-8.943"
"2011-06-27";"t1";"5.424"
"2011-06-27";"t2";"4.229"
"2011-06-28";"b0";"1.799"
"2011-06-28";"b1";"-1.723"
"2011-06-28";"b2";"10.705"
"2011-06-28";"b3";"-8.739"
"2011-06-28";"t1";"5.465"
"2011-06-28";"t2";"4.273"
"2011-06-29";"b0";"2.551"
"2011-06-29";"b1";"-2.472"
"2011-06-29";"b2";"-8.598"
"2011-06-29";"b3";"5.489"
"2011-06-29";"t1";"1.127"
"2011-06-29";"t2";"0.731"
"2011-06-30";"b0";"2.57"
"2011-06-30";"b1";"-2.5"
"2011-06-30";"b2";"-12.421"
"2011-06-30";"b3";"9.147"
"2011-06-30";"t1";"1.049"
"2011-06-30";"t2";"0.786"
"2011-07-01";"b0";"1.643"
"2011-07-01";"b1";"-1.573"
"2011-07-01";"b2";"6.089"
"2011-07-01";"b3";"-3.251"
"2011-07-01";"t1";"6.645"
"2011-07-01";"t2";"3.717"
"2011-07-04";"b0";"1.829"
"2011-07-04";"b1";"-1.76"
"2011-07-04";"b2";"4.71"
"2011-07-04";"b3";"-2.31"
"2011-07-04";"t1";"6.661"
"2011-07-04";"t2";"3.374"
"2011-07-05";"b0";"2.555"
"2011-07-05";"b1";"-2.486"
"2011-07-05";"b2";"-14.97"
"2011-07-05";"b3";"11.67"
"2011-07-05";"t1";"1.021"
"2011-07-05";"t2";"0.808"
"2011-07-06";"b0";"2.517"
"2011-07-06";"b1";"-2.449"
"2011-07-06";"b2";"-12.064"
"2011-07-06";"b3";"8.856"
"2011-07-06";"t1";"1.038"
"2011-07-06";"t2";"0.771"
"2011-07-07";"b0";"2.528"
"2011-07-07";"b1";"-2.459"
"2011-07-07";"b2";"-7.156"
"2011-07-07";"b3";"4.209"
"2011-07-07";"t1";"1.181"
"2011-07-07";"t2";"0.684"
"2011-07-08";"b0";"2.537"
"2011-07-08";"b1";"-2.469"
"2011-07-08";"b2";"-10.12"
"2011-07-08";"b3";"6.959"
"2011-07-08";"t1";"1.074"
"2011-07-08";"t2";"0.746"
"2011-07-11";"b0";"2.506"
"2011-07-11";"b1";"-2.436"
"2011-07-11";"b2";"-12.618"
"2011-07-11";"b3";"9.321"
"2011-07-11";"t1";"1.058"
"2011-07-11";"t2";"0.785"
"2011-07-12";"b0";"2.389"
"2011-07-12";"b1";"-2.321"
"2011-07-12";"b2";"-11.186"
"2011-07-12";"b3";"8.012"
"2011-07-12";"t1";"1.093"
"2011-07-12";"t2";"0.768"
"2011-07-13";"b0";"2.325"
"2011-07-13";"b1";"-2.255"
"2011-07-13";"b2";"-9.954"
"2011-07-13";"b3";"6.869"
"2011-07-13";"t1";"1.045"
"2011-07-13";"t2";"0.688"
"2011-07-14";"b0";"2.339"
"2011-07-14";"b1";"-2.269"
"2011-07-14";"b2";"-11.4"
"2011-07-14";"b3";"8.253"
"2011-07-14";"t1";"1.04"
"2011-07-14";"t2";"0.734"
"2011-07-15";"b0";"2.279"
"2011-07-15";"b1";"-2.21"
"2011-07-15";"b2";"-14.562"
"2011-07-15";"b3";"11.459"
"2011-07-15";"t1";"0.989"
"2011-07-15";"t2";"0.766"
"2011-07-18";"b0";"2.234"
"2011-07-18";"b1";"-2.166"
"2011-07-18";"b2";"-10.53"
"2011-07-18";"b3";"7.544"
"2011-07-18";"t1";"1.006"
"2011-07-18";"t2";"0.683"
"2011-07-19";"b0";"2.295"
"2011-07-19";"b1";"-2.227"
"2011-07-19";"b2";"-12.928"
"2011-07-19";"b3";"9.833"
"2011-07-19";"t1";"0.993"
"2011-07-19";"t2";"0.742"
"2011-07-20";"b0";"2.334"
"2011-07-20";"b1";"-2.266"
"2011-07-20";"b2";"-10.641"
"2011-07-20";"b3";"7.572"
"2011-07-20";"t1";"1.033"
"2011-07-20";"t2";"0.714"
"2011-07-21";"b0";"2.389"
"2011-07-21";"b1";"-2.321"
"2011-07-21";"b2";"-10.089"
"2011-07-21";"b3";"6.973"
"2011-07-21";"t1";"1.052"
"2011-07-21";"t2";"0.706"
"2011-07-22";"b0";"2.42"
"2011-07-22";"b1";"-2.35"
"2011-07-22";"b2";"-7.297"
"2011-07-22";"b3";"4.386"
"2011-07-22";"t1";"1.167"
"2011-07-22";"t2";"0.668"
"2011-07-25";"b0";"2.369"
"2011-07-25";"b1";"-2.299"
"2011-07-25";"b2";"-7.767"
"2011-07-25";"b3";"4.839"
"2011-07-25";"t1";"1.133"
"2011-07-25";"t2";"0.666"
"2011-07-26";"b0";"2.371"
"2011-07-26";"b1";"-2.301"
"2011-07-26";"b2";"-10.635"
"2011-07-26";"b3";"7.605"
"2011-07-26";"t1";"1.11"
"2011-07-26";"t2";"0.782"
"2011-07-27";"b0";"2.283"
"2011-07-27";"b1";"-2.213"
"2011-07-27";"b2";"-7.864"
"2011-07-27";"b3";"5.001"
"2011-07-27";"t1";"1.153"
"2011-07-27";"t2";"0.684"
"2011-07-28";"b0";"2.26"
"2011-07-28";"b1";"-2.19"
"2011-07-28";"b2";"-9.453"
"2011-07-28";"b3";"6.531"
"2011-07-28";"t1";"1.14"
"2011-07-28";"t2";"0.752"
"2011-07-29";"b0";"2.237"
"2011-07-29";"b1";"-2.165"
"2011-07-29";"b2";"-11.222"
"2011-07-29";"b3";"8.231"
"2011-07-29";"t1";"1.075"
"2011-07-29";"t2";"0.761"
"2011-08-01";"b0";
"2011-08-01";"b1";
"2011-08-01";"b2";
"2011-08-01";"b3";
"2011-08-01";"t1";
"2011-08-01";"t2";
"2011-08-02";"b0";"2.136"
"2011-08-02";"b1";"-2.064"
"2011-08-02";"b2";"-8.553"
"2011-08-02";"b3";"5.725"
"2011-08-02";"t1";"1.131"
"2011-08-02";"t2";"0.689"
"2011-08-03";"b0";"2.113"
"2011-08-03";"b1";"-2.04"
"2011-08-03";"b2";"-12.593"
"2011-08-03";"b3";"9.555"
"2011-08-03";"t1";"1.025"
"2011-08-03";"t2";"0.737"
"2011-08-04";"b0";"2.146"
"2011-08-04";"b1";"-2.087"
"2011-08-04";"b2";"-8.217"
"2011-08-04";"b3";"5.268"
"2011-08-04";"t1";"1.156"
"2011-08-04";"t2";"0.677"
"2011-08-05";"b0";"2.086"
"2011-08-05";"b1";"-2.041"
"2011-08-05";"b2";"-11.704"
"2011-08-05";"b3";"8.637"
"2011-08-05";"t1";"1.094"
"2011-08-05";"t2";"0.775"
"2011-08-08";"b0";"2.143"
"2011-08-08";"b1";"-2.103"
"2011-08-08";"b2";"-9.275"
"2011-08-08";"b3";"6.124"
"2011-08-08";"t1";"1.146"
"2011-08-08";"t2";"0.707"
"2011-08-09";"b0";"2.131"
"2011-08-09";"b1";"-2.089"
"2011-08-09";"b2";"-14.028"
"2011-08-09";"b3";"10.873"
"2011-08-09";"t1";"1.199"
"2011-08-09";"t2";"0.913"
"2011-08-10";"b0";"2.076"
"2011-08-10";"b1";"-2.041"
"2011-08-10";"b2";"-13.28"
"2011-08-10";"b3";"10.047"
"2011-08-10";"t1";"1.076"
"2011-08-10";"t2";"0.79"
"2011-08-11";"b0";"2.042"
"2011-08-11";"b1";"-2.03"
"2011-08-11";"b2";"-11.506"
"2011-08-11";"b3";"8.44"
"2011-08-11";"t1";"1.206"
"2011-08-11";"t2";"0.861"
"2011-08-12";"b0";"2.113"
"2011-08-12";"b1";"-2.108"
"2011-08-12";"b2";"-19.327"
"2011-08-12";"b3";"15.949"
"2011-08-12";"t1";"1.128"
"2011-08-12";"t2";"0.927"
"2011-08-15";"b0";"2.157"
"2011-08-15";"b1";"-2.155"
"2011-08-15";"b2";"-10.558"
"2011-08-15";"b3";"7.428"
"2011-08-15";"t1";"1.238"
"2011-08-15";"t2";"0.875"
"2011-08-16";"b0";"2.063"
"2011-08-16";"b1";"-2.06"
"2011-08-16";"b2";"-11.039"
"2011-08-16";"b3";"7.944"
"2011-08-16";"t1";"1.18"
"2011-08-16";"t2";"0.842"
"2011-08-17";"b0";"1.964"
"2011-08-17";"b1";"-1.961"
"2011-08-17";"b2";"-17.207"
"2011-08-17";"b3";"14.127"
"2011-08-17";"t1";"1.093"
"2011-08-17";"t2";"0.903"
"2011-08-18";"b0";"1.943"
"2011-08-18";"b1";"-1.943"
"2011-08-18";"b2";"-10.52"
"2011-08-18";"b3";"7.569"
"2011-08-18";"t1";"1.368"
"2011-08-18";"t2";"0.978"
"2011-08-19";"b0";"1.787"
"2011-08-19";"b1";"-1.787"
"2011-08-19";"b2";"-8.931"
"2011-08-19";"b3";"6.232"
"2011-08-19";"t1";"1.365"
"2011-08-19";"t2";"0.951"
"2011-08-22";"b0";"1.726"
"2011-08-22";"b1";"-1.729"
"2011-08-22";"b2";"-4.785"
"2011-08-22";"b3";"2.485"
"2011-08-22";"t1";"1.493"
"2011-08-22";"t2";"0.769"
"2011-08-23";"b0";"1.824"
"2011-08-23";"b1";"-1.844"
"2011-08-23";"b2";"-9.082"
"2011-08-23";"b3";"6.467"
"2011-08-23";"t1";"1.3"
"2011-08-23";"t2";"0.951"
"2011-08-24";"b0";"1.747"
"2011-08-24";"b1";"-1.767"
"2011-08-24";"b2";"-5.985"
"2011-08-24";"b3";"3.539"
"2011-08-24";"t1";"1.311"
"2011-08-24";"t2";"0.797"
"2011-08-25";"b0";"1.839"
"2011-08-25";"b1";"-1.859"
"2011-08-25";"b2";"-6.418"
"2011-08-25";"b3";"3.833"
"2011-08-25";"t1";"1.301"
"2011-08-25";"t2";"0.795"
"2011-08-26";"b0";"1.832"
"2011-08-26";"b1";"-1.852"
"2011-08-26";"b2";"-7.118"
"2011-08-26";"b3";"4.427"
"2011-08-26";"t1";"1.26"
"2011-08-26";"t2";"0.807"
"2011-08-29";"b0";"1.87"
"2011-08-29";"b1";"-1.89"
"2011-08-29";"b2";"-5.178"
"2011-08-29";"b3";"2.72"
"2011-08-29";"t1";"1.471"
"2011-08-29";"t2";"0.804"
"2011-08-30";"b0";"1.875"
"2011-08-30";"b1";"-1.895"
"2011-08-30";"b2";"-9.103"
"2011-08-30";"b3";"6.226"
"2011-08-30";"t1";"1.163"
"2011-08-30";"t2";"0.822"
"2011-08-31";"b0";"1.443"
"2011-08-31";"b1";"-1.463"
"2011-08-31";"b2";"3.421"
"2011-08-31";"b3";"-2.238"
"2011-08-31";"t1";"6.423"
"2011-08-31";"t2";"3.213"
"2011-09-01";"b0";"1.901"
"2011-09-01";"b1";"-1.905"
"2011-09-01";"b2";"-7.349"
"2011-09-01";"b3";"4.518"
"2011-09-01";"t1";"1.168"
"2011-09-01";"t2";"0.75"
"2011-09-02";"b0";"1.899"
"2011-09-02";"b1";"-1.899"
"2011-09-02";"b2";"-5.548"
"2011-09-02";"b3";"2.922"
"2011-09-02";"t1";"1.41"
"2011-09-02";"t2";"0.792"
"2011-09-05";"b0";"1.834"
"2011-09-05";"b1";"-1.838"
"2011-09-05";"b2";"-7.129"
"2011-09-05";"b3";"4.462"
"2011-09-05";"t1";"1.399"
"2011-09-05";"t2";"0.921"
"2011-09-06";"b0";"1.86"
"2011-09-06";"b1";"-1.863"
"2011-09-06";"b2";"-6.362"
"2011-09-06";"b3";"3.88"
"2011-09-06";"t1";"1.562"
"2011-09-06";"t2";"1.033"
"2011-09-07";"b0";"1.877"
"2011-09-07";"b1";"-1.88"
"2011-09-07";"b2";"-5.652"
"2011-09-07";"b3";"3.062"
"2011-09-07";"t1";"1.406"
"2011-09-07";"t2";"0.806"
"2011-09-08";"b0";"1.823"
"2011-09-08";"b1";"-1.824"
"2011-09-08";"b2";"-9.108"
"2011-09-08";"b3";"6.315"
"2011-09-08";"t1";"1.171"
"2011-09-08";"t2";"0.841"
"2011-09-09";"b0";"1.874"
"2011-09-09";"b1";"-1.874"
"2011-09-09";"b2";"-9.158"
"2011-09-09";"b3";"6.354"
"2011-09-09";"t1";"1.255"
"2011-09-09";"t2";"0.917"
"2011-09-12";"b0";"1.818"
"2011-09-12";"b1";"-1.818"
"2011-09-12";"b2";"-8.194"
"2011-09-12";"b3";"5.465"
"2011-09-12";"t1";"1.267"
"2011-09-12";"t2";"0.881"
"2011-09-13";"b0";"1.852"
"2011-09-13";"b1";"-1.852"
"2011-09-13";"b2";"-6.156"
"2011-09-13";"b3";"3.469"
"2011-09-13";"t1";"1.383"
"2011-09-13";"t2";"0.812"
"2011-09-14";"b0";"1.829"
"2011-09-14";"b1";"-1.829"
"2011-09-14";"b2";"-7.405"
"2011-09-14";"b3";"4.708"
"2011-09-14";"t1";"1.276"
"2011-09-14";"t2";"0.848"
"2011-09-15";"b0";"1.87"
"2011-09-15";"b1";"-1.87"
"2011-09-15";"b2";"-6.523"
"2011-09-15";"b3";"3.791"
"2011-09-15";"t1";"1.316"
"2011-09-15";"t2";"0.787"
"2011-09-16";"b0";"1.86"
"2011-09-16";"b1";"-1.86"
"2011-09-16";"b2";"-8.129"
"2011-09-16";"b3";"5.349"
"2011-09-16";"t1";"1.268"
"2011-09-16";"t2";"0.872"
"2011-09-19";"b0";"1.843"
"2011-09-19";"b1";"-1.843"
"2011-09-19";"b2";"-7.154"
"2011-09-19";"b3";"4.427"
"2011-09-19";"t1";"1.32"
"2011-09-19";"t2";"0.841"
"2011-09-20";"b0";"1.836"
"2011-09-20";"b1";"-1.836"
"2011-09-20";"b2";"-6.768"
"2011-09-20";"b3";"4.038"
"2011-09-20";"t1";"1.312"
"2011-09-20";"t2";"0.792"
"2011-09-21";"b0";"1.793"
"2011-09-21";"b1";"-1.793"
"2011-09-21";"b2";"-7.137"
"2011-09-21";"b3";"4.446"
"2011-09-21";"t1";"1.299"
"2011-09-21";"t2";"0.827"
"2011-09-22";"b0";"1.703"
"2011-09-22";"b1";"-1.703"
"2011-09-22";"b2";"-5.837"
"2011-09-22";"b3";"3.488"
"2011-09-22";"t1";"1.438"
"2011-09-22";"t2";"0.872"
"2011-09-23";"b0";"1.682"
"2011-09-23";"b1";"-1.682"
"2011-09-23";"b2";"-8.391"
"2011-09-23";"b3";"5.92"
"2011-09-23";"t1";"1.328"
"2011-09-23";"t2";"0.955"
"2011-09-26";"b0";"1.704"
"2011-09-26";"b1";"-1.704"
"2011-09-26";"b2";"-9.241"
"2011-09-26";"b3";"6.665"
"2011-09-26";"t1";"1.263"
"2011-09-26";"t2";"0.926"
"2011-09-27";"b0";"1.721"
"2011-09-27";"b1";"-1.721"
"2011-09-27";"b2";"-4.685"
"2011-09-27";"b3";"2.389"
"2011-09-27";"t1";"1.512"
"2011-09-27";"t2";"0.752"
"2011-09-28";"b0";"1.734"
"2011-09-28";"b1";"-1.732"
"2011-09-28";"b2";"-7.001"
"2011-09-28";"b3";"4.474"
"2011-09-28";"t1";"1.348"
"2011-09-28";"t2";"0.868"
"2011-09-29";"b0";"1.714"
"2011-09-29";"b1";"-1.712"
"2011-09-29";"b2";"-7.656"
"2011-09-29";"b3";"5.188"
"2011-09-29";"t1";"1.315"
"2011-09-29";"t2";"0.906"
"2011-09-30";"b0";"1.779"
"2011-09-30";"b1";"-1.779"
"2011-09-30";"b2";"-9.517"
"2011-09-30";"b3";"6.79"
"2011-09-30";"t1";"1.229"
"2011-09-30";"t2";"0.89"
"2011-10-03";"b0";"1.776"
"2011-10-03";"b1";"-1.776"
"2011-10-03";"b2";"-9.358"
"2011-10-03";"b3";"6.519"
"2011-10-03";"t1";"1.255"
"2011-10-03";"t2";"0.882"
"2011-10-04";"b0";"1.676"
"2011-10-04";"b1";"-1.676"
"2011-10-04";"b2";"-9.321"
"2011-10-04";"b3";"6.666"
"2011-10-04";"t1";"1.226"
"2011-10-04";"t2";"0.885"
"2011-10-05";"b0";"1.708"
"2011-10-05";"b1";"-1.708"
"2011-10-05";"b2";"-11.454"
"2011-10-05";"b3";"8.792"
"2011-10-05";"t1";"1.202"
"2011-10-05";"t2";"0.932"
"2011-10-06";"b0";"1.736"
"2011-10-06";"b1";"-1.736"
"2011-10-06";"b2";"-7.201"
"2011-10-06";"b3";"4.601"
"2011-10-06";"t1";"1.271"
"2011-10-06";"t2";"0.82"
"2011-10-07";"b0";"1.771"
"2011-10-07";"b1";"-1.771"
"2011-10-07";"b2";"-9.676"
"2011-10-07";"b3";"6.94"
"2011-10-07";"t1";"1.197"
"2011-10-07";"t2";"0.872"
"2011-10-10";"b0";"1.781"
"2011-10-10";"b1";"-1.781"
"2011-10-10";"b2";"-8.808"
"2011-10-10";"b3";"6.115"
"2011-10-10";"t1";"1.242"
"2011-10-10";"t2";"0.859"
"2011-10-11";"b0";"1.792"
"2011-10-11";"b1";"-1.792"
"2011-10-11";"b2";"-10.658"
"2011-10-11";"b3";"7.922"
"2011-10-11";"t1";"1.174"
"2011-10-11";"t2";"0.884"
"2011-10-12";"b0";"1.801"
"2011-10-12";"b1";"-1.799"
"2011-10-12";"b2";"-6.534"
"2011-10-12";"b3";"3.855"
"2011-10-12";"t1";"1.255"
"2011-10-12";"t2";"0.728"
"2011-10-13";"b0";"1.897"
"2011-10-13";"b1";"-1.895"
"2011-10-13";"b2";"-6.743"
"2011-10-13";"b3";"3.935"
"2011-10-13";"t1";"1.292"
"2011-10-13";"t2";"0.75"
"2011-10-14";"b0";"1.852"
"2011-10-14";"b1";"-1.847"
"2011-10-14";"b2";"-10.579"
"2011-10-14";"b3";"7.713"
"2011-10-14";"t1";"1.178"
"2011-10-14";"t2";"0.867"
"2011-10-17";"b0";"1.911"
"2011-10-17";"b1";"-1.905"
"2011-10-17";"b2";"-6.261"
"2011-10-17";"b3";"3.493"
"2011-10-17";"t1";"1.31"
"2011-10-17";"t2";"0.715"
"2011-10-18";"b0";"1.797"
"2011-10-18";"b1";"-1.791"
"2011-10-18";"b2";"-12.279"
"2011-10-18";"b3";"9.524"
"2011-10-18";"t1";"1.158"
"2011-10-18";"t2";"0.906"
"2011-10-19";"b0";"1.857"
"2011-10-19";"b1";"-1.85"
"2011-10-19";"b2";"-11.214"
"2011-10-19";"b3";"8.296"
"2011-10-19";"t1";"1.135"
"2011-10-19";"t2";"0.844"
"2011-10-20";"b0";"1.844"
"2011-10-20";"b1";"-1.838"
"2011-10-20";"b2";"-12.701"
"2011-10-20";"b3";"9.707"
"2011-10-20";"t1";"1.112"
"2011-10-20";"t2";"0.848"
"2011-10-21";"b0";"1.89"
"2011-10-21";"b1";"-1.883"
"2011-10-21";"b2";"-5.664"
"2011-10-21";"b3";"3.114"
"2011-10-21";"t1";"1.479"
"2011-10-21";"t2";"0.812"
"2011-10-24";"b0";"1.846"
"2011-10-24";"b1";"-1.84"
"2011-10-24";"b2";"-8.306"
"2011-10-24";"b3";"5.651"
"2011-10-24";"t1";"1.3"
"2011-10-24";"t2";"0.896"
"2011-10-25";"b0";"1.89"
"2011-10-25";"b1";"-1.882"
"2011-10-25";"b2";"-9.111"
"2011-10-25";"b3";"6.286"
"2011-10-25";"t1";"1.241"
"2011-10-25";"t2";"0.868"
"2011-10-26";"b0";"1.834"
"2011-10-26";"b1";"-1.825"
"2011-10-26";"b2";"-8.891"
"2011-10-26";"b3";"6.002"
"2011-10-26";"t1";"1.156"
"2011-10-26";"t2";"0.781"
"2011-10-27";"b0";"1.876"
"2011-10-27";"b1";"-1.868"
"2011-10-27";"b2";"-9.089"
"2011-10-27";"b3";"6.165"
"2011-10-27";"t1";"1.2"
"2011-10-27";"t2";"0.831"
"2011-10-28";"b0";"1.934"
"2011-10-28";"b1";"-1.926"
"2011-10-28";"b2";"-12.593"
"2011-10-28";"b3";"9.475"
"2011-10-28";"t1";"1.113"
"2011-10-28";"t2";"0.849"
"2011-10-31";"b0";"1.888"
"2011-10-31";"b1";"-1.88"
"2011-10-31";"b2";"-8.863"
"2011-10-31";"b3";"5.898"
"2011-10-31";"t1";"1.196"
"2011-10-31";"t2";"0.798"
"2011-11-01";"b0";"1.816"
"2011-11-01";"b1";"-1.804"
"2011-11-01";"b2";"-7.564"
"2011-11-01";"b3";"4.869"
"2011-11-01";"t1";"1.296"
"2011-11-01";"t2";"0.818"
"2011-11-02";"b0";"1.802"
"2011-11-02";"b1";"-1.79"
"2011-11-02";"b2";"-9.696"
"2011-11-02";"b3";"6.826"
"2011-11-02";"t1";"1.226"
"2011-11-02";"t2";"0.868"
"2011-11-03";"b0";"1.759"
"2011-11-03";"b1";"-1.746"
"2011-11-03";"b2";"-10.935"
"2011-11-03";"b3";"7.994"
"2011-11-03";"t1";"1.149"
"2011-11-03";"t2";"0.832"
"2011-11-04";"b0";"1.779"
"2011-11-04";"b1";"-1.766"
"2011-11-04";"b2";"-13.627"
"2011-11-04";"b3";"10.721"
"2011-11-04";"t1";"1.176"
"2011-11-04";"t2";"0.923"
"2011-11-07";"b0";"1.707"
